State,District,Crop,Season,Season_Order,Crop_Year,Start_Year,End_Year,Season_Start_Month,Season_End_Month,Season_Months,Season_Start_Year,Season_End_Year,Season_Crosses_Calendar_Year,Area_Ha,Production_Tonnes,Yield_Ton_per_Ha,Production_YoY_Change_Pct,Yield_YoY_Change_Pct,Area_YoY_Change_Pct,Production_3Y_Mean,Yield_3Y_Mean,Production_Deviation_From_3Y_Mean,Yield_Deviation_From_3Y_Mean
Uttar Pradesh,Kaushambi,Onion,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,235.0,3023.0,12.86,18.317025,-0.310078,18.686869,2555.0,12.9,468.0,-0.04
Uttar Pradesh,Kaushambi,Onion,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,126.0,2063.0,16.37,71.773522,39.082413,23.529412,1201.0,11.77,862.0,4.6
Uttar Pradesh,Kaushambi,Onion,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,229.0,2939.0,12.83,-2.778697,-0.233281,-2.553191,2789.0,12.88,150.0,-0.05
Uttar Pradesh,Kaushambi,Onion,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,112.0,1839.0,16.42,-10.857974,0.305437,-11.111111,1632.0,14.07,207.0,2.35
Uttar Pradesh,Kaushambi,Onion,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,231.0,3398.0,14.71,15.617557,14.653157,0.873362,2839.0,12.863333,559.0,1.846667
Uttar Pradesh,Kaushambi,Onion,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,128.0,2051.0,16.02,11.528004,-2.436054,14.285714,1701.0,14.853333,350.0,1.166667
Uttar Pradesh,Kaushambi,Onion,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,274.0,3973.0,14.5,16.921719,-1.4276,18.614719,3120.0,13.466667,853.0,1.033333
Uttar Pradesh,Kaushambi,Onion,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,203.0,3286.0,16.19,60.214529,1.061174,58.59375,1984.333333,16.27,1301.666667,-0.08
Uttar Pradesh,Kaushambi,Peas & beans (Pulses),Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,1127.0,1410.0,1.25,,,,,,,
Uttar Pradesh,Kaushambi,Peas & beans (Pulses),Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1103.0,988.0,0.9,-29.929078,-28.0,-2.129547,1410.0,1.25,-422.0,-0.35
Uttar Pradesh,Kaushambi,Peas & beans (Pulses),Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1726.0,2183.0,1.26,120.951417,40.0,56.482321,1199.0,1.075,984.0,0.185
Uttar Pradesh,Kaushambi,Peas & beans (Pulses),Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,1640.0,2968.0,1.81,35.959689,43.650794,-4.982619,1527.0,1.136667,1441.0,0.673333
Uttar Pradesh,Kaushambi,Peas & beans (Pulses),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1795.0,2897.0,1.61,-2.392183,-11.049724,9.45122,2046.333333,1.323333,850.666667,0.286667
Uttar Pradesh,Kaushambi,Potato,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,4602.0,95929.0,20.85,,,,,,,
Uttar Pradesh,Kaushambi,Potato,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,4123.0,74189.0,17.99,-22.662594,-13.717026,-10.408518,95929.0,20.85,-21740.0,-2.86
Uttar Pradesh,Kaushambi,Potato,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,4426.0,104489.0,23.61,40.841634,31.239578,7.349018,85059.0,19.42,19430.0,4.19
Uttar Pradesh,Kaushambi,Potato,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,8500.0,280500.0,33.0,168.44931,39.771283,92.046995,91535.666667,20.816667,188964.333333,12.183333
Uttar Pradesh,Kaushambi,Potato,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,8506.0,280708.0,33.0,0.074153,0.0,0.070588,153059.333333,24.866667,127648.666667,8.133333
Uttar Pradesh,Kaushambi,Rapeseed &Mustard,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,4469.0,5185.0,1.16,,,,,,,
Uttar Pradesh,Kaushambi,Rapeseed &Mustard,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1665.0,1938.0,1.16,-62.622951,0.0,-62.743343,5185.0,1.16,-3247.0,0.0
Uttar Pradesh,Kaushambi,Rapeseed &Mustard,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1607.0,2756.0,1.71,42.208462,47.413793,-3.483483,3561.5,1.16,-805.5,0.55
Uttar Pradesh,Kaushambi,Rapeseed &Mustard,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,2180.0,2564.0,1.18,-6.966618,-30.994152,35.656503,3293.0,1.343333,-729.0,-0.163333
Uttar Pradesh,Kaushambi,Rapeseed &Mustard,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,4671.0,6348.0,1.36,147.581903,15.254237,114.266055,2419.333333,1.35,3928.666667,0.01
Uttar Pradesh,Kaushambi,Rice,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,45431.0,108762.0,2.39,,,,,,,
Uttar Pradesh,Kaushambi,Rice,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,45313.0,114597.0,2.53,5.364925,5.857741,-0.259735,108762.0,2.39,5835.0,0.14
Uttar Pradesh,Kaushambi,Rice,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,45287.0,126713.0,2.8,10.572703,10.671937,-0.057379,111679.5,2.46,15033.5,0.34
Uttar Pradesh,Kaushambi,Rice,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,49058.0,134026.0,2.73,5.77131,-2.5,8.326893,116690.666667,2.573333,17335.333333,0.156667
Uttar Pradesh,Kaushambi,Rice,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,64347.0,197674.0,3.07,47.489293,12.454212,31.165151,125112.0,2.686667,72562.0,0.383333
Uttar Pradesh,Kaushambi,Sannhamp,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,10.0,2.0,0.2,,,,,,,
Uttar Pradesh,Kaushambi,Sannhamp,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,10.0,3.0,0.3,50.0,50.0,0.0,2.0,0.2,1.0,0.1
Uttar Pradesh,Kaushambi,Sannhamp,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,10.0,3.0,0.3,0.0,0.0,0.0,2.5,0.25,0.5,0.05
Uttar Pradesh,Kaushambi,Sannhamp,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,8.0,5.0,0.63,66.666667,110.0,-20.0,2.666667,0.266667,2.333333,0.363333
Uttar Pradesh,Kaushambi,Sannhamp,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,10.0,6.0,0.6,20.0,-4.761905,25.0,3.666667,0.41,2.333333,0.19
Uttar Pradesh,Kaushambi,Sesamum,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,1435.0,174.0,0.12,,,,,,,
Uttar Pradesh,Kaushambi,Sesamum,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,2087.0,253.0,0.12,45.402299,0.0,45.43554,174.0,0.12,79.0,0.0
Uttar Pradesh,Kaushambi,Sesamum,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,1862.0,547.0,0.29,116.205534,141.666667,-10.781025,213.5,0.12,333.5,0.17
Uttar Pradesh,Kaushambi,Sesamum,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,1658.0,453.0,0.27,-17.184644,-6.896552,-10.955961,324.666667,0.176667,128.333333,0.093333
Uttar Pradesh,Kaushambi,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1408.0,176.0,0.13,-61.147903,-51.851852,-15.078408,417.666667,0.226667,-241.666667,-0.096667
Uttar Pradesh,Kaushambi,Small millets,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,4.0,3.0,0.75,,,,,,,
Uttar Pradesh,Kaushambi,Small millets,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,4.0,3.0,0.75,0.0,0.0,0.0,3.0,0.75,0.0,0.0
Uttar Pradesh,Kaushambi,Small millets,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,4.0,3.0,0.75,0.0,0.0,0.0,3.0,0.75,0.0,0.0
Uttar Pradesh,Kaushambi,Small millets,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,4.0,3.0,0.75,,,,3.0,0.75,0.0,0.0
Uttar Pradesh,Kaushambi,Sugarcane,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,1526.0,58602.0,38.4,,,,,,,
Uttar Pradesh,Kaushambi,Sugarcane,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1503.0,122213.0,81.31,108.54749,111.744792,-1.507208,58602.0,38.4,63611.0,42.91
Uttar Pradesh,Kaushambi,Sunflower,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,6.0,8.0,1.33,,,,,,,
Uttar Pradesh,Kaushambi,Sunflower,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,5.0,7.0,1.4,,,,8.0,1.33,-1.0,0.07
Uttar Pradesh,Kaushambi,Sweet potato,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,557.0,6397.0,11.48,,,,,,,
Uttar Pradesh,Kaushambi,Sweet potato,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,473.0,5554.0,11.74,-13.178052,2.264808,-15.08079,6397.0,11.48,-843.0,0.26
Uttar Pradesh,Kaushambi,Sweet potato,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,553.0,6906.0,12.49,24.342816,6.388416,16.913319,5975.5,11.61,930.5,0.88
Uttar Pradesh,Kaushambi,Sweet potato,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,544.0,6283.0,11.55,-9.021141,-7.526021,-1.627486,6285.666667,11.903333,-2.666667,-0.353333
Uttar Pradesh,Kaushambi,Sweet potato,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,545.0,6309.0,11.58,0.413815,0.25974,0.183824,6247.666667,11.926667,61.333333,-0.346667
Uttar Pradesh,Kaushambi,Tobacco,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,13.0,28.0,2.15,,,,,,,
Uttar Pradesh,Kaushambi,Tobacco,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,18.0,51.0,2.83,82.142857,31.627907,38.461538,28.0,2.15,23.0,0.68
Uttar Pradesh,Kaushambi,Tobacco,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,18.0,80.0,4.44,56.862745,56.890459,0.0,39.5,2.49,40.5,1.95
Uttar Pradesh,Kaushambi,Tobacco,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,18.0,80.0,4.44,0.0,0.0,0.0,53.0,3.14,27.0,1.3
Uttar Pradesh,Kaushambi,Turmeric,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,38.0,51.0,1.34,,,,,,,
Uttar Pradesh,Kaushambi,Turmeric,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,36.0,51.0,1.42,0.0,5.970149,-5.263158,51.0,1.34,0.0,0.08
Uttar Pradesh,Kaushambi,Turmeric,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,24.0,34.0,1.42,-33.333333,0.0,-33.333333,51.0,1.38,-17.0,0.04
Uttar Pradesh,Kaushambi,Turmeric,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,26.0,46.0,1.77,35.294118,24.647887,8.333333,45.333333,1.393333,0.666667,0.376667
Uttar Pradesh,Kaushambi,Turmeric,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,25.0,48.0,1.92,4.347826,8.474576,-3.846154,43.666667,1.536667,4.333333,0.383333
Uttar Pradesh,Kaushambi,Urad,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,946.0,394.0,0.42,,,,,,,
Uttar Pradesh,Kaushambi,Urad,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,311.0,324.0,1.04,,,,,,,
Uttar Pradesh,Kaushambi,Urad,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1016.0,797.0,0.78,102.284264,85.714286,7.399577,394.0,0.42,403.0,0.36
Uttar Pradesh,Kaushambi,Urad,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,273.0,195.0,0.71,-39.814815,-31.730769,-12.21865,324.0,1.04,-129.0,-0.33
Uttar Pradesh,Kaushambi,Urad,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,913.0,500.0,0.55,-37.264743,-29.487179,-10.137795,595.5,0.6,-95.5,-0.05
Uttar Pradesh,Kaushambi,Urad,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,276.0,186.0,0.67,-4.615385,-5.633803,1.098901,259.5,0.875,-73.5,-0.205
Uttar Pradesh,Kaushambi,Urad,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,970.0,550.0,0.57,10.0,3.636364,6.243154,563.666667,0.583333,-13.666667,-0.013333
Uttar Pradesh,Kaushambi,Urad,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,254.0,172.0,0.68,-7.526882,1.492537,-7.971014,235.0,0.806667,-63.0,-0.126667
Uttar Pradesh,Kaushambi,Urad,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1267.0,500.0,0.39,-9.090909,-31.578947,30.618557,615.666667,0.633333,-115.666667,-0.243333
Uttar Pradesh,Kaushambi,Urad,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,671.0,522.0,0.78,203.488372,14.705882,164.173228,184.333333,0.686667,337.666667,0.093333
Uttar Pradesh,Kaushambi,Wheat,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,77095.0,269358.0,3.49,,,,,,,
Uttar Pradesh,Kaushambi,Wheat,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,73961.0,230766.0,3.12,-14.327401,-10.601719,-4.065114,269358.0,3.49,-38592.0,-0.37
Uttar Pradesh,Kaushambi,Wheat,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,75587.0,249908.0,3.31,8.294983,6.089744,2.198456,250062.0,3.305,-154.0,0.005
Uttar Pradesh,Kaushambi,Wheat,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,77760.0,261274.0,3.36,4.548074,1.510574,2.874833,250010.666667,3.306667,11263.333333,0.053333
Uttar Pradesh,Kaushambi,Wheat,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,79617.0,290682.0,3.65,11.255617,8.630952,2.388117,247316.0,3.263333,43366.0,0.386667
Uttar Pradesh,Kheri,Arhar/Tur,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,888.0,650.0,0.73,,,,,,,
Uttar Pradesh,Kheri,Arhar/Tur,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,741.0,379.0,0.51,-41.692308,-30.136986,-16.554054,650.0,0.73,-271.0,-0.22
Uttar Pradesh,Kheri,Arhar/Tur,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,1450.0,1212.0,0.84,219.788918,64.705882,95.681511,514.5,0.62,697.5,0.22
Uttar Pradesh,Kheri,Arhar/Tur,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,1386.0,980.0,0.71,-19.141914,-15.47619,-4.413793,747.0,0.693333,233.0,0.016667
Uttar Pradesh,Kheri,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1770.0,1096.0,0.62,11.836735,-12.676056,27.705628,857.0,0.686667,239.0,-0.066667
Uttar Pradesh,Kheri,Bajra,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,429.0,388.0,0.9,,,,,,,
Uttar Pradesh,Kheri,Bajra,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,751.0,1199.0,1.6,209.020619,77.777778,75.058275,388.0,0.9,811.0,0.7
Uttar Pradesh,Kheri,Bajra,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,476.0,618.0,1.3,-48.457048,-18.75,-36.617843,793.5,1.25,-175.5,0.05
Uttar Pradesh,Kheri,Bajra,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,442.0,564.0,1.28,-8.737864,-1.538462,-7.142857,735.0,1.266667,-171.0,0.013333
Uttar Pradesh,Kheri,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,421.0,576.0,1.37,2.12766,7.03125,-4.751131,793.666667,1.393333,-217.666667,-0.023333
Uttar Pradesh,Kheri,Banana,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,1886.0,87006.0,46.13,,,,,,,
Uttar Pradesh,Kheri,Banana,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,1943.0,89964.0,46.3,3.399766,0.368524,3.022269,87006.0,46.13,2958.0,0.17
Uttar Pradesh,Kheri,Banana,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,110.0,6020.0,54.73,-93.308434,18.207343,-94.338652,88485.0,46.215,-82465.0,8.515
Uttar Pradesh,Kheri,Banana,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,150.0,8134.0,54.23,35.116279,-0.913576,36.363636,60996.666667,49.053333,-52862.666667,5.176667
Uttar Pradesh,Kheri,Banana,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,152.0,8250.0,54.28,1.426113,0.0922,1.333333,34706.0,51.753333,-26456.0,2.526667
Uttar Pradesh,Kheri,Barley,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,554.0,1550.0,2.8,,,,,,,
Uttar Pradesh,Kheri,Barley,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,620.0,1950.0,3.15,25.806452,12.5,11.913357,1550.0,2.8,400.0,0.35
Uttar Pradesh,Kheri,Barley,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,113.0,322.0,2.85,-83.487179,-9.52381,-81.774194,1750.0,2.975,-1428.0,-0.125
Uttar Pradesh,Kheri,Barley,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,2347.0,6372.0,2.71,1878.881988,-4.912281,1976.99115,1274.0,2.933333,5098.0,-0.223333
Uttar Pradesh,Kheri,Barley,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2347.0,7158.0,3.05,12.335217,12.546125,0.0,2881.333333,2.903333,4276.666667,0.146667
Uttar Pradesh,Kheri,Coriander,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,190.0,151.0,0.79,,,,,,,
Uttar Pradesh,Kheri,Coriander,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,197.0,142.0,0.72,-5.960265,-8.860759,3.684211,151.0,0.79,-9.0,-0.07
Uttar Pradesh,Kheri,Coriander,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,180.0,141.0,0.78,-0.704225,8.333333,-8.629442,146.5,0.755,-5.5,0.025
Uttar Pradesh,Kheri,Coriander,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,133.0,100.0,0.75,-29.078014,-3.846154,-26.111111,144.666667,0.763333,-44.666667,-0.013333
Uttar Pradesh,Kheri,Coriander,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,174.0,133.0,0.76,33.0,1.333333,30.827068,127.666667,0.75,5.333333,0.01
Uttar Pradesh,Kheri,Dry chillies,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,179.0,165.0,0.92,,,,,,,
Uttar Pradesh,Kheri,Dry chillies,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,156.0,136.0,0.87,-17.575758,-5.434783,-12.849162,165.0,0.92,-29.0,-0.05
Uttar Pradesh,Kheri,Dry chillies,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,164.0,145.0,0.88,6.617647,1.149425,5.128205,150.5,0.895,-5.5,-0.015
Uttar Pradesh,Kheri,Dry chillies,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,182.0,161.0,0.88,11.034483,0.0,10.97561,148.666667,0.89,12.333333,-0.01
Uttar Pradesh,Kheri,Dry chillies,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,176.0,164.0,0.93,1.863354,5.681818,-3.296703,147.333333,0.876667,16.666667,0.053333
Uttar Pradesh,Kheri,Garlic,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,60.0,398.0,6.63,,,,,,,
Uttar Pradesh,Kheri,Garlic,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,35.0,210.0,6.0,-47.236181,-9.502262,-41.666667,398.0,6.63,-188.0,-0.63
Uttar Pradesh,Kheri,Garlic,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,53.0,315.0,5.94,50.0,-1.0,51.428571,304.0,6.315,11.0,-0.375
Uttar Pradesh,Kheri,Garlic,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,48.0,295.0,6.15,-6.349206,3.535354,-9.433962,307.666667,6.19,-12.666667,-0.04
Uttar Pradesh,Kheri,Garlic,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,49.0,297.0,6.06,0.677966,-1.463415,2.083333,273.333333,6.03,23.666667,0.03
Uttar Pradesh,Kheri,Ginger,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,15.0,71.0,4.73,,,,,,,
Uttar Pradesh,Kheri,Ginger,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,13.0,68.0,5.23,-4.225352,10.570825,-13.333333,71.0,4.73,-3.0,0.5
Uttar Pradesh,Kheri,Ginger,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,26.0,123.0,4.73,80.882353,-9.560229,100.0,69.5,4.98,53.5,-0.25
Uttar Pradesh,Kheri,Ginger,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,17.0,76.0,4.47,-38.211382,-5.496829,-34.615385,87.333333,4.896667,-11.333333,-0.426667
Uttar Pradesh,Kheri,Ginger,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,18.0,82.0,4.56,7.894737,2.013423,5.882353,89.0,4.81,-7.0,-0.25
Uttar Pradesh,Kheri,Gram,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,245.0,278.0,1.13,,,,,,,
Uttar Pradesh,Kheri,Gram,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,206.0,145.0,0.7,-47.841727,-38.053097,-15.918367,278.0,1.13,-133.0,-0.43
Uttar Pradesh,Kheri,Gram,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,94.0,100.0,1.06,-31.034483,51.428571,-54.368932,211.5,0.915,-111.5,0.145
Uttar Pradesh,Kheri,Gram,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,364.0,308.0,0.85,208.0,-19.811321,287.234043,174.333333,0.963333,133.666667,-0.113333
Uttar Pradesh,Kheri,Gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,368.0,381.0,1.04,23.701299,22.352941,1.098901,184.333333,0.87,196.666667,0.17
Uttar Pradesh,Kheri,Groundnut,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,6684.0,5568.0,0.83,,,,,,,
Uttar Pradesh,Kheri,Groundnut,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,6310.0,5111.0,0.81,-8.207615,-2.409639,-5.595452,5568.0,0.83,-457.0,-0.02
Uttar Pradesh,Kheri,Groundnut,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,9050.0,12000.0,1.33,134.787713,64.197531,43.423138,5339.5,0.82,6660.5,0.51
Uttar Pradesh,Kheri,Groundnut,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,7836.0,6488.0,0.83,-45.933333,-37.593985,-13.414365,7559.666667,0.99,-1071.666667,-0.16
Uttar Pradesh,Kheri,Groundnut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,7836.0,6488.0,0.83,0.0,0.0,0.0,7866.333333,0.99,-1378.333333,-0.16
Uttar Pradesh,Kheri,Guar seed,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,17.0,12.0,0.71,,,,,,,
Uttar Pradesh,Kheri,Guar seed,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,13.0,9.0,0.69,-25.0,-2.816901,-23.529412,12.0,0.71,-3.0,-0.02
Uttar Pradesh,Kheri,Guar seed,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,15.0,11.0,0.73,22.222222,5.797101,15.384615,10.5,0.7,0.5,0.03
Uttar Pradesh,Kheri,Guar seed,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,14.0,10.0,0.71,-9.090909,-2.739726,-6.666667,10.666667,0.71,-0.666667,0.0
Uttar Pradesh,Kheri,Jowar,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,104.0,93.0,0.89,,,,,,,
Uttar Pradesh,Kheri,Jowar,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,54.0,38.0,0.7,-59.139785,-21.348315,-48.076923,93.0,0.89,-55.0,-0.19
